2473,589,slum,2651,0,0,0,48094,13137
3797,250,slum,1746,0,1,0,38344,40736
591,2185,slum,1414,0,1,0,27106,39959
1167,1526,slum,1657,0,1,0,33292,46973
3503,4054,slum,4033,0,1,0,2454,38224
1301,983,slum,2898,0,0,0,16509,26557
1170,2094,slum,1571,0,0,0,11614,10303
3248,1117,slum,0,0,0,0,5900,17794
2762,4265,slum,3782,0,1,0,28580,21967
2665,43,middle,1570,0,0,0,24110,2104
3023,2627,slum,1638,0,1,0,13866,14821
2604,3900,slum,1732,0,0,0,7018,9939
2693,370,slum,0,0,1,0,30442,42396
119,2480,slum,1378,0,1,0,43423,13220
398,2997,slum,2656,0,0,0,13083,5813
2015,2707,slum,607,0,0,0,21910,9314
2644,2628,slum,0,0,1,0,14760,16659
1721,2051,slum,2082,0,1,0,1102,49516
354,1674,slum,1458,0,0,0,19575,6542
631,402,slum,1036,0,0,0,26121,37948
3844,938,slum,2710,0,0,0,17731,27679
1013,54,slum,2016,0,0,0,8864,30572
421,2859,slum,3468,0,1,0,31548,37174
1872,2220,slum,1552,0,1,0,7620,34727
798,2701,slum,119,0,1,0,20870,42530
3203,1167,slum,0,0,0,0,11775,47873
2325,666,slum,2727,0,0,0,18588,29841
3033,2932,slum,4301,0,1,0,15005,16775
2291,1585,slum,2322,0,0,0,40314,22207
3681,280,slum,308,0,1,0,13742,14868
2486,1993,slum,0,0,1,0,49061,32248
1134,4356,slum,432,0,1,0,6331,38559
1315,11,slum,1860,0,1,0,43644,42578
1341,766,slum,2779,0,0,0,17833,17403
608,585,slum,24,0,1,0,43330,31297
2743,561,slum,589,0,0,0,27438,39417
2377,1435,slum,1001,0,1,0,43735,14607
3889,1202,slum,0,0,0,0,30471,14247
705,81,slum,1297,0,1,0,45117,17524
2542,4813,slum,0,0,0,0,47828,34278
1944,2363,slum,3255,0,0,0,45478,46798
634,688,slum,3434,0,0,0,19585,39142
1247,1215,slum,2659,0,0,0,40371,12535
3797,3213,slum,1728,0,1,0,43501,17624
157,533,slum,3357,0,1,0,40795,32710
364,2684,slum,4981,0,1,0,32819,17911
2090,773,slum,0,0,0,0,43307,12281
2105,1981,slum,3809,0,0,0,8643,47412
229,2920,slum,0,0,1,0,36896,35697
2562,566,slum,3427,0,0,0,38355,15456
1848,421,slum,936,0,0,0,15955,24378
1495,681,slum,2275,0,0,0,3982,13160
1705,4792,slum,1701,0,1,0,29187,6888
2896,1739,slum,4940,0,0,0,42917,36028
2259,481,slum,2432,0,0,0,12847,15979
2815,817,slum,360,0,0,0,5951,22457
1497,2125,slum,2797,0,0,0,9054,2571
1780,3483,slum,1439,0,1,0,10400,236
2694,326,middle,2184,0,0,0,40020,46231
3235,2482,slum,3255,0,1,0,36451,40718
1617,1701,slum,1030,0,0,0,16664,5033
1941,3893,slum,2299,0,0,0,17951,24027
978,2599,slum,3407,0,1,0,8859,33216
2589,3417,slum,4183,0,1,0,38517,36621
1455,490,slum,3636,0,0,0,21283,16425
4392,2675,slum,1980,0,0,0,29287,21095
3537,2910,slum,4592,0,0,0,37777,2028
1881,2254,slum,4054,0,1,0,46458,35997
1987,1801,slum,3193,0,1,0,46199,13331
1337,1435,slum,2522,0,1,0,13002,49853
1896,1999,slum,3484,0,1,0,11784,34191
2381,373,slum,4367,0,1,0,13919,35828
2053,2405,middle,3765,0,0,0,30299,4136
3246,130,slum,1247,0,1,0,37022,37505
2798,1019,slum,2247,0,1,0,19913,6001
2286,1399,slum,2300,0,0,0,20372,19279
3244,3490,middle,0,0,0,0,17704,31008
1648,1463,slum,2277,0,1,0,20320,21965
324,1395,slum,2188,0,0,0,30003,25690
2622,2495,slum,2957,0,0,0,28514,15151
3330,2524,slum,1707,0,1,0,49207,25183
598,4192,slum,0,0,0,0,32989,22605
2267,3166,slum,1797,0,0,0,2618,48836
3252,3201,slum,1110,0,1,0,40189,47724
209,390,middle,3123,0,0,0,1190,49625
3663,888,slum,1406,0,0,0,27945,25820
3042,4555,slum,113,0,0,0,37345,5517
2164,2339,slum,159,0,1,0,43935,1667
3339,428,slum,1605,0,1,0,35188,12976
2510,2288,slum,4679,0,1,0,21031,49280
3949,540,middle,0,0,1,0,29502,34165
1199,2555,slum,1321,0,1,0,21985,11276
3435,894,slum,3749,0,1,0,10790,25437
2117,594,slum,822,0,0,0,12409,33094
2222,934,slum,4786,0,0,0,39057,12153
407,2862,slum,1474,0,1,0,27975,12431
1974,1493,slum,249,0,1,0,18873,47402
1140,2113,slum,4021,0,1,0,30016,10653
789,2760,slum,4442,0,1,0,38744,16968
1593,1675,slum,2125,0,1,0,13220,35511
873,2426,slum,264,0,1,0,2960,35100
1487,2104,slum,941,0,0,0,9526,34151
673,49,slum,2113,0,0,0,14766,27577
2712,1602,slum,2496,0,1,0,7751,6198
411,1448,slum,2224,0,1,0,33281,19247
814,3339,slum,4125,0,0,0,49564,26927
3229,3268,slum,122,0,0,0,4094,9788
3418,897,slum,3840,0,1,0,19942,21473
3200,2154,slum,2508,0,0,0,28089,4276
952,2232,middle,2055,0,1,0,35074,27855
844,2212,slum,3104,0,0,0,17792,39104
3716,1510,slum,4007,0,1,0,48649,4525
45,2406,slum,4804,0,0,0,42477,38870
3108,2865,slum,0,0,1,0,12561,25138
4429,3955,middle,2003,0,0,0,46576,40070
4079,1672,slum,2327,0,1,0,30114,35595
2491,1286,slum,4001,0,0,0,31866,8891
2958,135,middle,1806,0,1,0,49433,34060
494,631,slum,1820,0,0,0,43852,43374
2469,1180,middle,0,0,1,0,30222,46924
2809,1053,slum,2382,0,1,0,46059,3169
2273,4030,middle,0,0,1,0,42466,9880
2732,3064,slum,1395,0,1,0,13657,5685
1481,1633,slum,2056,0,1,0,17616,31304
3606,1771,middle,255,0,0,0,16274,14729
3851,915,slum,2064,0,0,0,49716,3576
1683,299,slum,4200,0,1,0,29518,28538
331,2707,slum,2756,0,0,0,43734,31239
3245,2854,slum,1269,0,1,0,38119,22199
618,2112,slum,2320,0,0,0,45725,7966
2532,416,slum,2121,0,1,0,28606,20662
902,1065,slum,4811,0,0,0,160,27752
2429,2490,slum,3642,0,0,0,7983,29474
380,1595,slum,4540,0,0,0,12115,49720
1708,705,slum,3732,0,1,0,45696,18146
3112,1172,slum,2347,0,1,0,29426,48779
3236,2754,slum,4997,0,1,0,18412,13514
2518,2463,slum,1458,0,1,0,26108,42703
3947,624,slum,3332,0,1,0,8108,15822
1645,2210,slum,1049,0,0,0,25477,2063
3468,1503,slum,1218,0,0,0,44886,44475
1333,3051,slum,0,0,0,0,49617,6042
1793,2658,slum,4989,0,1,0,44478,16689
2193,56,slum,3493,0,0,0,2986,21448
2389,503,middle,0,0,1,0,37306,29707
3395,239,slum,283,0,0,0,21792,12190
43,1080,slum,4558,0,0,0,20461,47225
1759,2515,middle,4276,0,1,0,15100,13586
1808,814,slum,3996,0,1,0,49751,10209
1344,2005,slum,1037,0,0,0,47239,6080
2700,3392,slum,0,0,0,0,22846,33320
2682,179,slum,3722,0,0,0,31338,31482
1215,3445,slum,3291,0,1,0,20752,16757
2450,36,slum,3914,0,1,0,48457,4016
4166,2865,slum,839,0,0,0,26292,33738
3664,3125,slum,4580,0,1,0,2102,40245
1669,3125,slum,3718,0,0,0,38819,41163
731,1696,slum,2787,0,0,0,39960,23886
1400,4557,slum,1430,0,0,0,33363,40459
577,2817,slum,0,0,1,0,9055,39403
3222,2579,slum,3128,0,1,0,49506,12508
1735,158,middle,3436,0,0,0,318,33394
929,1130,slum,0,0,0,0,37167,33967
1263,4412,slum,2030,0,0,0,26066,13539
3041,4011,slum,1254,0,1,0,34695,25569
133,1544,slum,1850,0,1,0,44865,23871
2586,359,slum,1081,0,1,0,17171,14785
379,1154,slum,1322,0,0,0,18377,551
450,4671,slum,729,0,0,0,10792,20515
1830,2017,middle,3267,0,1,0,33,17459
506,1565,slum,760,0,1,0,38019,37000
1314,2453,slum,4417,0,1,0,28757,27296
124,2665,slum,4573,0,1,0,47967,5573
2268,2191,slum,2554,0,1,0,14027,23956
3124,1630,slum,1918,0,0,0,31349,13830
1524,2858,slum,0,0,0,0,34027,13777
99,470,middle,365,0,1,0,24988,22425
4385,3882,middle,1205,0,0,0,35858,32323
3396,1196,slum,1660,0,1,0,18033,32768
1566,473,slum,3281,0,1,0,18471,3704
2036,1357,slum,4995,0,1,0,34754,13644
1937,3253,middle,4467,0,0,0,18711,23172
1458,2533,slum,4433,0,1,0,47820,34134
341,1391,slum,1617,0,1,0,145,14239
1058,1643,slum,4503,0,1,0,9571,33111
2711,567,slum,3637,0,1,0,49080,6450
2346,1680,slum,305,0,0,0,40039,29406
2295,248,slum,3132,0,0,0,47856,31514
1054,566,slum,1038,0,0,0,41349,46846
2256,2139,slum,1208,0,1,0,16694,9153
503,2947,slum,4618,0,0,0,14015,20724
529,2936,slum,4849,0,1,0,26193,27482
2152,3635,slum,2722,0,1,0,43617,10634
1272,1898,slum,970,0,1,0,26660,17694
2072,1953,slum,2145,0,1,0,1770,40450
