454505,881702,middle,296283,3,1,0,200786,1997053
244070,1808791,middle,0,2,1,58087.8,727939,732575
334997,2287188,middle,137571,1,2,38740.4,631202,1307797
631524,2762696,middle,339012,3,1,57279.8,723899,1339611
772440,2182631,middle,0,2,1,0,328675,690261
557541,2148943,middle,313137,2,2,5139.75,352795,697099
432480,1294727,middle,67323,3,3,0,225715,876401
513475,2650602,middle,0,3,2,0,305228,1208271
604827,1263930,middle,231204,3,2,17198.2896278,791519,1376340
759174,3280002,middle,0,1,3,8004.91942517,898305,1099710
405082,2749511,middle,0,2,1,0,160376,1845298
549916,3440146,middle,300525,2,2,32440.4,599702,1603777
307047,3404986,middle,299892,2,2,65356.0,764280,953894
485708,2805169,middle,0,3,2,752.05,265041,1485002
402726,1297688,middle,77337,2,2,0,136215,993801
763593,2394131,middle,0,2,2,0,132691,723972
295869,3849082,middle,0,1,2,12534.2,500171,1560190
432436,1317898,middle,0,1,1,43372.2,654361,864461
501645,3284054,middle,0,1,3,22625.8,550629,656723
490882,1863913,middle,0,3,1,8278.1,415562,1608261
535424,1342372,middle,0,2,3,41709.2,646046,1930081
326820,1198397,middle,0,1,1,40219.4,638597,699094
564423,2963127,middle,0,1,1,0,653405,1691452
634383,2569696,middle,400365,1,2,103323.4,954117,1452665
424303,1577428,middle,0,2,1,49464.8,684824,627078
394713,1117982,middle,247932,1,3,108647.6,980738,544024
389300,2002350,middle,0,1,3,6203.38196051,748938,1460987
307746,3105831,middle,50205,3,2,97855.0,926775,1108543
451998,3756554,middle,0,3,1,11390.35,477807,1957416
209660,1521788,middle,0,2,1,14238.6,508693,1678629
698712,832584,middle,329130,1,1,87060.6,872803,514666
674831,1083955,middle,234861,3,2,9044.75,430895,1088355
279570,3366069,middle,339867,1,1,48009.3503289,762978,1458810
406584,1900826,middle,100008,3,2,0,90951,893213
728566,3303479,middle,0,1,3,0,285763,1035890
806611,2292443,middle,0,2,1,0,129889,1134712
203664,2232888,middle,0,1,1,67990.8,777454,1033556
311363,2599977,middle,0,3,2,0,55281,797296
268058,2776408,middle,301290,1,1,108750.0,981250,1587622
163533,1641339,middle,49200,3,1,35249.8,613749,579317
370208,964138,middle,0,3,3,0,580436,912800
312336,2899743,middle,363993,2,3,103899.4,956997,921760
598083,3021265,middle,0,1,3,7487.95,399759,1924573
816467,2348085,middle,105660,2,1,97004.8,922524,949781
226892,1588567,middle,316593,3,3,0,192503,1482173
421406,752731,middle,0,1,2,33571.6,605358,1192201
593562,2353080,middle,0,3,2,21832.6,546663,1581809
603916,848082,middle,76092,3,1,0,163584,1919573
498485,2443598,middle,303420,3,2,0,127891,937369
202243,3609636,middle,0,2,1,0,135469,1676198
519612,2186409,middle,0,1,3,4467.3,339346,1178006
754310,3429339,middle,0,2,1,91209.4,893547,722124
799923,3141430,middle,0,3,3,0,218913,1966718
597170,1778566,middle,101061,2,1,0,166111,1999947
598163,1778297,middle,0,2,2,37586.4,625432,525671
549897,1964045,middle,22506,3,1,0,389312,687758
564837,1451576,middle,436977,3,3,8008.85,410177,1203961
